ann_id,Label,Start,End,Text,FileNo
T14,PROC,261,281,radiografía de tórax,355
T15,DISO,211,226,derrame pleural,355
T16,DISO,61,65,linf,355
T17,DISO,353,375,angitis carcinoma tosa,355
T18,PROC,273,289,gammagrafía ósea,355
T19,PROC,343,362,diagnóstico clínico,355
T20,PROC,134,141,punción,355
T21,DISO,121,127,nódulo,355
T22,ANAT,274,287,lecho mamario,355
T23,PROC,199,208,citología,355
T24,DISO,645,673,carcinoma ductal infiltrante,355
T25,PROC,265,276,tratamiento,355
T26,CHEM,251,261,tamoxifeno,355
T27,DISO,417,433,dolores dorsales,355
T28,CHEM,244,253,analgesia,355
T29,CHEM,309,320,analgésicos,355
T30,PROC,59,61,CA,355
T31,PROC,91,94,153,355
T32,PROC,559,577,fosfatasa alcalina,355
T33,DISO,353,364,adenopatías,355
T34,ANAT,430,443,lecho mamario,355
T35,PROC,375,386,gammagrafía,355
T36,DISO,666,685,afectación pulmonar,355
T37,PROC,721,741,tratamiento hormonal,355
T38,DISO,186,191,Falle,355
T39,DISO,115,118,ció,355
T40,PROC,430,441,diagnóstico,355
T1,DISO,1,26,dolor en hombro izquierdo,356
T2,ANAT,8,15,columna,356
T3,PROC,27,40,examen físico,356
T4,PROC,28,37,analítica,356
T5,PROC,77,96,estudio radiológico,356
T6,DISO,116,139,lesiones óseas lí ticas,356
T7,PROC,133,155,TAC torácico abdominal,356
T8,DISO,64,73,neoplasia,356
T9,ANAT,65,73,visceral,356
T10,PROC,28,31,Gas,356
T11,PROC,91,100,troscopia,356
T12,PROC,122,133,enema opaco,356
T13,PROC,541,586,"ecografía abdominal , testicular y prostática",356
T14,PROC,144,155,diagnóstico,356
T15,PROC,309,331,biopsia de médula ósea,356
T16,ANAT,196,209,cresta ilíaca,356
T17,ANAT,177,188,médula ósea,356
T18,ANAT,120,127,celular,356
T19,ANAT,73,77,idad,356
T20,DISO,172,181,neoplasia,356
T21,ANAT,101,106,nidos,356
T22,ANAT,232,243,epiteliales,356
T23,ANAT,331,346,estroma fibroso,356
T24,ANAT,254,265,médula ósea,356
T25,ANAT,169,176,células,356
T26,ANAT,126,131,nucle,356
T27,PROC,183,190,mitosis,356
T28,PROC,730,757,estudio inmunohisto químico,356
T29,CHEM,673,697,receptores estro génicos,356
T30,CHEM,465,481,proteína S - 100,356
T31,CHEM,61,63,HM,356
T32,CHEM,32,33,B,356
T33,CHEM,65,67,45,356
T34,CHEM,34,35,p,356
T35,CHEM,69,71,53,356
T36,CHEM,36,37,b,356
T37,CHEM,37,38,c,356
T38,CHEM,38,39,1,356
T39,CHEM,39,40,-,356
T40,CHEM,40,41,2,356
T41,CHEM,121,124,sin,356
T42,CHEM,83,85,ap,356
T43,CHEM,85,87,to,356
T44,CHEM,130,133,fis,356
T45,CHEM,133,136,ina,356
T46,CHEM,46,47,M,356
T47,CHEM,93,95,IB,356
T48,CHEM,48,49,-,356
T49,CHEM,49,50,1,356
T50,CHEM,50,51,p,356
T51,CHEM,101,103,27,356
T52,CHEM,1327,1353,receptores de progesterona,356
T53,CHEM,261,266,cromo,356
T54,CHEM,213,217,gran,356
T55,CHEM,271,276,ina A,356
T56,CHEM,111,113,en,356
T57,CHEM,113,115,ol,356
T58,CHEM,1312,1335,asa neuronal específica,356
T59,CHEM,1741,1771,antígeno carcino emb ri onario,356
T60,ANAT,414,421,células,356
T61,CHEM,661,672,calcitonina,356
T62,CHEM,489,497,amiloide,356
T63,PROC,1303,1324,tinción de Rojo Congo,356
T64,PROC,694,705,diagnóstico,356
T65,DISO,961,976,metástasis ósea,356
T66,DISO,2016,2047,Carcinoma Med ular de Tiro ides,356
T67,PROC,2311,2346,determinación sérica de calcitonina,356
T68,PROC,202,205,CEA,356
T69,PROC,1701,1726,niveles séricos de Ca 125,356
T70,PROC,622,631,Ca 19 . 9,356
T71,PROC,211,214,PSA,356
T72,PROC,214,217,eco,356
T73,DISO,1585,1607,nódulo tiroideo sólido,356
T74,ANAT,1169,1185,lóbulo izquierdo,356
T75,PROC,371,376,extir,356
T76,PROC,151,153,pa,356
T77,DISO,1369,1387,patología tiroidea,356
T78,PROC,1002,1015,quimioterapia,356
T79,CHEM,157,159,CD,356
T80,CHEM,159,161,DP,356
T81,CHEM,81,82,-,356
T82,CHEM,163,165,AD,356
T83,CHEM,83,84,R,356
T84,CHEM,84,85,-,356
T85,CHEM,169,171,VP,356
T86,CHEM,171,173,16,356
T87,PROC,1893,1915,radioterapia paliativa,356
T88,ANAT,1741,1761,columna dorso lumbar,356
T89,PROC,1145,1158,quimioterapia,356
T90,CHEM,179,181,CT,356
T91,CHEM,91,92,X,356
T92,CHEM,92,93,D,356
T93,CHEM,277,280,TIC,356
T94,DISO,2140,2163,metástasis a nivel óseo,356
T95,DISO,1787,1806,metástasis pulmonar,356
T96,DISO,666,673,fallece,356
T1,DISO,1,13,dolor lumbar,357
T2,DISO,7,13,fiebre,357
T3,PROC,7,10,uro,357
T4,PROC,25,33,cultivos,357
T5,PROC,49,61,hemocultivos,357
T6,PROC,156,187,estudio de marcadores tumorales,357
T7,PROC,187,218,tomografía axial computer izada,357
T8,PROC,22,25,TAC,357
T9,DISO,97,109,masa tumoral,357
T10,ANAT,118,131,polo superior,357
T11,ANAT,141,155,riá±ón derecho,357
T12,PROC,232,253,resección quiráºrgica,357
T13,DISO,61,66,tumor,357
T14,PROC,274,295,resección quiráºrgica,357
T15,DISO,169,181,masa tumoral,357
T16,DISO,181,193,infiltración,357
T17,ANAT,209,222,polo superior,357
T18,ANAT,375,397,segmento medio renales,357
T19,ANAT,73,77,seno,357
T20,ANAT,400,421,sistema pielocalicial,357
T21,DISO,701,736,invasión vascular linfática tumoral,357
T22,ANAT,253,265,tejido renal,357
T23,ANAT,111,116,grasa,357
T24,DISO,967,1009,Metástasis medular de glándula suprarrenal,357
T25,DISO,481,501,invasión de la grasa,357
T26,DISO,251,261,nódulos de,357
T27,ANAT,677,703,cadena inter aór tico cava,357
T28,PROC,487,505,inmunohistoquímica,357
T29,PROC,505,523,secciones parafina,357
T30,CHEM,697,721,anticuerpos monoclonales,357
T31,DISO,1531,1582,tumor desmo plásico de células pequeá±as y redondas,357
T32,CHEM,125,129,cito,357
T33,CHEM,161,166,quera,357
T34,CHEM,430,443,tinas 8 18 19,357
T35,CHEM,1089,1121,proteína ácida fib ri lar gli al,357
T36,CHEM,106,109,des,357
T37,CHEM,145,149,mina,357
T38,CHEM,38,39,v,357
T39,CHEM,153,157,imen,357
T40,CHEM,157,161,tina,357
T41,CHEM,121,124,sin,357
T42,CHEM,83,85,ap,357
T43,CHEM,85,87,to,357
T44,CHEM,130,133,fis,357
T45,CHEM,133,136,ina,357
T46,CHEM,226,231,cromo,357
T47,CHEM,185,189,gran,357
T48,CHEM,142,145,ina,357
T49,CHEM,289,295,actina,357
T50,CHEM,50,51,S,357
T51,CHEM,51,52,-,357
T52,CHEM,154,157,100,357
T53,PROC,1093,1114,estudio cito genético,357
T54,DISO,690,703,translocación,357
T55,PROC,1729,1761,hibridación in situ fluorescente,357
T56,PROC,166,169,FIS,357
T57,PROC,57,58,H,357
T58,DISO,742,755,translocación,357
T59,ANAT,813,827,célula tumoral,357
T60,DISO,768,781,translocación,357
T61,PROC,421,428,tratado,357
T62,CHEM,123,125,CA,357
T63,CHEM,63,64,V,357
T64,CHEM,64,65,I,357
T65,CHEM,577,586,fosfamida,357
T66,CHEM,131,133,VP,357
T67,CHEM,67,68,-,357
T68,CHEM,135,137,16,357
T69,CHEM,137,139,CT,357
T70,CHEM,70,71,X,357
T71,CHEM,141,143,AD,357
T72,CHEM,72,73,R,357
T73,PROC,73,74,V,357
T74,PROC,147,149,CR,357
T75,PROC,815,826,tratamiento,357
T76,DISO,2626,2661,infiltración tumoral en médula ósea,357
T77,PROC,229,232,TAC,357
T1,DISO,1,10,fallecido,358
T2,DISO,17,33,Carcinoma pulmón,358
T3,DISO,7,10,Sin,358
T4,DISO,7,9,us,358
T5,DISO,17,21,itis,358
T6,DISO,41,49,rinorrea,358
T7,DISO,13,15,ep,358
T8,DISO,29,33,ísta,358
T9,DISO,25,28,xis,358
T10,PROC,46,51,rinos,358
T11,PROC,51,56,copia,358
T12,DISO,45,49,masa,358
T13,ANAT,121,131,fosa nasal,358
T14,DISO,157,169,poli po ideo,358
T15,DISO,71,76,sangr,358
T16,ANAT,151,161,fosa nasal,358
T17,ANAT,113,120,tabique,358
T18,ANAT,86,91,corne,358
T19,ANAT,145,153,te medio,358
T20,ANAT,39,41,co,358
T21,ANAT,61,64,ana,358
T22,ANAT,148,155,nasofar,358
T23,ANAT,89,93,inge,358
T24,PROC,162,169,biopsia,358
T25,DISO,73,76,est,358
T26,DISO,51,53,es,358
T27,DISO,105,109,ione,358
T28,DISO,82,85,uro,358
T29,DISO,225,233,blastoma,358
T30,PROC,639,661,TAC de cabeza y cuello,358
T31,DISO,511,528,masa poli po idea,358
T32,ANAT,311,321,fosa nasal,358
T33,ANAT,97,100,cav,358
T34,ANAT,67,69,um,358
T35,PROC,749,771,RNM de cabeza y cuello,358
T36,DISO,946,973,lesión ocup ante de espacio,358
T37,ANAT,109,112,cav,358
T38,ANAT,75,77,um,358
T39,ANAT,495,508,fosas nasales,358
T40,ANAT,976,1001,musculatura pre vertebral,358
T41,ANAT,201,206,infil,358
T42,ANAT,165,169,trar,358
T43,ANAT,85,87,la,358
T44,PROC,861,881,estudio de extensión,358
T45,PROC,529,541,TAC de tórax,358
T46,PROC,721,737,gammagrafía ósea,358
T47,DISO,415,424,patología,358
T48,PROC,518,529,intervenida,358
T49,PROC,1393,1422,cirugía funcional endoscópica,358
T50,DISO,148,151,est,358
T51,DISO,101,103,es,358
T52,DISO,205,209,ione,358
T53,DISO,157,160,uro,358
T54,DISO,425,433,blastoma,358
T55,PROC,163,166,TAC,358
T56,ANAT,1101,1121,seno maxilar derecho,358
T57,DISO,1793,1825,engrosamiento poli po ideo de la,358
T58,ANAT,343,349,mucosa,358
T59,DISO,581,591,malignidad,358
T60,ANAT,1181,1201,seno frontal derecho,358
T61,PROC,1261,1282,tratamiento adyuvante,358
T62,PROC,2502,2543,Radioterapia externa Ac el erador L ineal,358
T63,ANAT,435,442,tisular,358
T64,PROC,1135,1153,simulación virtual,358
T65,PROC,1089,1106,planificación 3 D,358
T66,PROC,846,859,TC helicoidal,358
T67,ANAT,859,872,lecho tumoral,358
T68,DISO,1609,1633,toxicidad máxima cutánea,358
T69,ANAT,409,415,mucosa,358
T70,ANAT,415,421,orofar,358
T71,ANAT,351,356,íngea,358
T72,PROC,782,793,irradiación,358
T1,PROC,1,12,mastectomía,359
T2,PROC,17,33,disección axilar,359
T3,DISO,69,103,carcinoma lo bul illar infiltrante,359
T4,DISO,43,57,tumor primario,359
T5,ANAT,21,26,axila,359
T6,ANAT,41,49,ganglios,359
T7,DISO,67,78,infiltrados,359
T8,DISO,36,41,tumor,359
T9,CHEM,169,190,receptores hormonales,359
T10,PROC,109,121,intervención,359
T11,PROC,281,309,quimioterapia complementaria,359
T12,CHEM,34,37,FEC,359
T13,DISO,229,248,dolor en epigastrio,359
T14,DISO,196,211,pérdida de peso,359
T15,PROC,169,181,gastroscopia,359
T16,DISO,346,369,masa de aspecto tumoral,359
T17,ANAT,241,256,cuerpo gástrico,359
T18,PROC,120,127,biopsia,359
T19,DISO,937,989,adenocarcinoma difuso con células en anillo de sello,359
T20,PROC,210,221,laparotomía,359
T21,DISO,141,148,ascitis,359
T22,DISO,379,397,neoplasia gástrica,359
T23,ANAT,397,415,pared del estómago,359
T24,ANAT,185,193,infiltra,359
T25,ANAT,457,476,cabeza del páncreas,359
T26,PROC,226,235,citología,359
T27,ANAT,443,460,líquido asc ítico,359
T28,DISO,1054,1093,invasión por células en anillo de sello,359
T29,PROC,673,697,tratamiento citos tático,359
T30,PROC,378,391,quimioterapia,359
T31,DISO,361,373,dolor dorsal,359
T32,PROC,497,513,gammagrafía ósea,359
T33,DISO,513,529,metástasis óseas,359
T34,PROC,661,681,resonancia magnética,359
T35,PROC,239,246,tratada,359
T36,PROC,876,901,radioterapia anti ál gica,359
T37,PROC,469,482,quimioterapia,359
T38,PROC,741,761,tratamiento hormonal,359
T39,PROC,609,625,biopsia gástrica,359
T40,CHEM,898,921,receptores de estrógeno,359
T41,CHEM,481,493,progesterona,359
T42,ANAT,1067,1093,células en anillo de sello,359
T1,PROC,1,9,consultó,360
T2,DISO,8,15,cefalea,360
T3,DISO,51,76,inestabilidad a la marcha,360
T4,DISO,25,33,migraá±a,360
T5,DISO,161,201,"parálisis facial periférica "" a frig ore",360
T6,DISO,46,55,depresión,360
T7,PROC,139,162,exploración neurológica,360
T8,DISO,64,73,dismetría,360
T9,PROC,161,181,maniobra de Rom berg,360
T10,DISO,73,81,secuelas,360
T11,DISO,161,177,parálisis facial,360
T12,PROC,353,385,tomografía computarizada craneal,360
T13,DISO,217,235,proceso expans ivo,360
T14,ANAT,53,57,hemi,360
T15,ANAT,15,16,f,360
T16,ANAT,196,209,osa posterior,360
T17,DISO,97,103,lesión,360
T18,CHEM,358,379,producto de contraste,360
T19,PROC,523,552,resonancia magnética cerebral,360
T20,PROC,457,481,tomografía computarizada,360
T21,DISO,121,127,lesión,360
T22,DISO,106,111,edema,360
T23,ANAT,463,484,hemisferio cerebeloso,360
T24,DISO,93,97,masa,360
T25,ANAT,409,426,tejido cerebeloso,360
T26,CHEM,26,27,G,360
T27,CHEM,209,217,adolinio,360
T28,DISO,325,337,hidrocefalia,360
T29,PROC,253,262,intervino,360
T30,PROC,900,931,extirpación prácticamente total,360
T31,DISO,301,311,tumoración,360
T32,PROC,125,129,cran,360
T33,PROC,33,34,i,360
T34,PROC,1189,1225,ectomía de hemi f osa posterior dcha,360
T35,DISO,409,421,asintomática,360
T36,PROC,771,793,RM cerebral de control,360
T37,PROC,325,334,resección,360
T38,DISO,371,381,tumoración,360
T39,ANAT,267,274,craneal,360
T40,ANAT,820,841,hemisferio cerebeloso,360
T41,ANAT,761,780,tronco del encéfalo,360
T42,PROC,1149,1177,estudio anatomo - patológico,360
T43,DISO,43,44,G,360
T44,DISO,130,133,lio,360
T45,DISO,837,856,blastoma multiforme,360
T46,DISO,361,369,necrosis,360
T47,DISO,139,142,abs,360
T48,DISO,142,145,ces,360
T49,DISO,433,442,ificación,360
T50,ANAT,834,851,células tumorales,360
T51,CHEM,51,52,p,360
T52,CHEM,103,105,53,360
T53,PROC,1873,1909,Radioterapia focal en fosa posterior,360
T54,CHEM,107,109,Te,360
T55,CHEM,109,111,mo,360
T56,CHEM,166,169,zol,360
T57,CHEM,281,286,omida,360
T58,PROC,685,697,intervención,360
T59,PROC,1277,1299,RM cerebral de control,360
T60,DISO,1063,1081,recidiva del tumor,360
T1,DISO,1,26,enrojecimiento de la piel,361
T2,ANAT,35,69,tercio superior del tórax proximal,361
T3,ANAT,17,25,miembros,361
T4,DISO,82,109,debilidad muscular proximal,361
T5,ANAT,25,31,brazos,361
T6,ANAT,36,43,piernas,361
T7,DISO,133,155,eritema en helio tropo,361
T8,ANAT,57,65,párpados,361
T9,DISO,145,163,pápulas viol áceas,361
T10,ANAT,19,21,nu,361
T11,ANAT,31,34,dil,361
T12,ANAT,34,37,los,361
T13,ANAT,61,66,manos,361
T14,PROC,118,127,analítica,361
T15,PROC,99,106,creatin,361
T16,PROC,16,17,k,361
T17,PROC,81,86,inasa,361
T18,PROC,52,55,LDH,361
T19,PROC,73,77,urea,361
T20,PROC,172,181,CA 19 . 9,361
T21,PROC,141,148,Electro,361
T22,PROC,43,45,mi,361
T23,PROC,133,139,ograma,361
T24,DISO,714,745,proceso mio pático inflamatorio,361
T25,PROC,385,401,Biopsia muscular,361
T26,DISO,526,547,Cambios inflamatorios,361
T27,DISO,131,136,derma,361
T28,DISO,82,85,tom,361
T29,DISO,197,204,iositis,361
T30,PROC,320,331,diagnóstico,361
T31,DISO,151,156,derma,361
T32,DISO,94,97,tom,361
T33,DISO,225,232,iositis,361
T34,PROC,364,375,tratamiento,361
T35,CHEM,341,351,prednisona,361
T36,PROC,701,721,TAC toraco abdominal,361
T37,DISO,577,593,Masa pancreática,361
T38,DISO,1111,1141,lesiones hipoden sas hepáticas,361
T39,PROC,343,352,Punción -,361
T40,PROC,664,681,bio psia hepática,361
T41,DISO,561,575,Adenocarcinoma,361
T42,CHEM,452,463,corticoides,361
T43,DISO,715,732,lesiones cutáneas,361
T44,DISO,775,793,debilidad muscular,361
T45,PROC,485,496,diagnóstico,361
T46,DISO,1171,1197,adenocarcinoma pancreático,361
T47,DISO,921,941,metástasis hepáticas,361
T48,PROC,518,529,tratamiento,361
T49,CHEM,145,148,gem,361
T50,CHEM,393,401,citabina,361
T51,PROC,551,562,tratamiento,361
T52,DISO,868,885,lesiones cutáneas,361
T53,PROC,365,372,enzimas,361
T54,ANAT,531,541,musculares,361
T55,PROC,595,606,tratamiento,361
T56,DISO,551,561,enfermedad,361
T1,PROC,1,12,diagnóstico,362
T2,PROC,8,15,cesárea,362
T3,DISO,43,64,hipertensión arterial,362
T4,DISO,34,45,taquicardia,362
T5,PROC,45,56,tratamiento,362
T6,CHEM,21,25,Aten,362
T7,CHEM,25,29,olol,362
T8,DISO,127,145,dolor sordo flanco,362
T9,DISO,41,46,micro,362
T10,DISO,37,41,hema,362
T11,DISO,51,56,turia,362
T12,PROC,100,109,ecografía,362
T13,PROC,373,404,tomografía axial computer izada,362
T14,PROC,352,379,TAC ) ab dó mino - pélv ica,362
T15,DISO,155,166,masa sólida,362
T16,ANAT,151,161,polo renal,362
T17,DISO,257,273,trombosis venosa,362
T18,DISO,477,505,adenopatías para - aór ticas,362
T19,DISO,379,400,tumor renal izquierdo,362
T20,PROC,381,401,estudio de extensión,362
T21,PROC,341,358,analítica general,362
T22,DISO,652,683,anemia microc ítica ferropénica,362
T23,DISO,287,300,hiperuricemia,362
T24,PROC,461,481,radiografía de tórax,362
T25,PROC,385,401,gammagrafía ósea,362
T26,CHEM,76,79,tra,362
T27,CHEM,131,136,zador,362
T28,ANAT,379,393,partes blandas,362
T29,ANAT,309,320,hipocondrio,362
T30,ANAT,146,151,vacío,362
T31,CHEM,91,94,tra,362
T32,CHEM,156,161,zador,362
T33,ANAT,673,694,pala iliaca izquierda,362
T34,ANAT,133,137,hemi,362
T35,ANAT,35,36,v,362
T36,ANAT,71,73,ér,362
T37,ANAT,73,75,te,362
T38,ANAT,556,571,bras izquierdas,362
T39,ANAT,153,157,hemi,362
T40,ANAT,79,81,ér,362
T41,ANAT,81,83,te,362
T42,ANAT,452,463,bra derecha,362
T43,DISO,631,646,afectación ósea,362
T44,DISO,474,485,metastásico,362
T45,PROC,1321,1351,resonancia magnética abdominal,362
T46,PROC,136,139,TAC,362
T47,PROC,507,518,diagnóstico,362
T48,DISO,1317,1345,carcinoma de células renales,362
T49,DISO,1441,1471,adenopatías retro peritoneales,362
T50,PROC,932,951,nefrectomía radical,362
T51,PROC,551,562,extirpación,362
T52,ANAT,868,885,grasa parar renal,362
T53,ANAT,1041,1061,glándula suprarrenal,362
T54,PROC,2651,2701,linfadenectomía para aór tica e inter a or to cava,362
T55,ANAT,703,716,arteria renal,362
T56,ANAT,111,113,la,362
T57,ANAT,729,742,iliaca comáºn,362
T58,PROC,628,639,extirpación,362
T59,DISO,233,237,masa,362
T60,DISO,709,721,infiltración,362
T61,ANAT,181,184,mes,362
T62,ANAT,245,249,ocol,362
T63,ANAT,807,820,on transverso,362
T64,ANAT,1009,1025,cola de páncreas,362
T65,ANAT,193,196,mes,362
T66,ANAT,261,265,ocol,362
T67,ANAT,133,135,on,362
T68,DISO,1542,1565,Tumor renal de colisión,362
T69,DISO,137,139,Le,362
T70,DISO,70,71,i,362
T71,DISO,141,143,om,362
T72,DISO,640,649,iosarcoma,362
T73,DISO,2017,2045,Carcinoma renal tipo papilar,362
T74,ANAT,366,371,pieza,362
T75,DISO,741,751,tumoración,362
T76,ANAT,1276,1293,borde quiráºrgico,362
T77,ANAT,1217,1233,parénquima renal,362
T78,DISO,1541,1561,infiltración tumoral,362
T79,ANAT,1405,1423,fragmento ureteral,362
T80,ANAT,870,881,hilio renal,362
T81,DISO,1601,1621,infiltración tumoral,362
T82,PROC,2107,2133,perfil inmunof eno tí pico,362
T83,DISO,411,416,tumor,362
T84,CHEM,167,169,Ac,362
T85,CHEM,337,341,tina,362
T86,CHEM,256,259,Des,362
T87,CHEM,345,349,mina,362
T88,CHEM,88,89,S,362
T89,CHEM,89,90,-,362
T90,CHEM,268,271,100,362
T91,CHEM,361,365,Sina,362
T92,CHEM,274,277,pto,362
T93,CHEM,277,280,fus,362
T94,CHEM,280,283,ina,362
T95,PROC,471,476,CD 56,362
T96,PROC,96,97,c,362
T97,PROC,97,98,-,362
T98,PROC,98,99,k,362
T99,PROC,197,199,it,362
T100,CHEM,199,201,Ac,362
T101,CHEM,401,405,tina,362
T102,DISO,708,715,sarcoma,362
T103,DISO,409,413,tosa,362
T104,DISO,619,625,cóctel,362
T1,DISO,1,3,ex,363
T2,DISO,9,17,fumadora,363
T3,PROC,27,40,diagnosticada,363
T4,DISO,37,49,hipertensión,363
T5,DISO,25,31,polimi,363
T6,DISO,76,91,algia reumática,363
T7,DISO,145,169,arteritis de la temporal,363
T8,PROC,50,57,estudio,363
T9,DISO,17,19,me,363
T10,DISO,19,21,tr,363
T11,DISO,21,23,or,363
T12,DISO,67,73,ragias,363
T13,DISO,229,248,tumor de endometrio,363
T14,PROC,170,183,histerectomía,363
T15,PROC,141,151,doble anex,363
T16,PROC,106,113,ectomía,363
T17,PROC,401,426,estudio anatomopatológico,363
T18,DISO,239,253,adenocarcinoma,363
T19,DISO,217,229,infiltración,363
T20,ANAT,343,361,tercio interno del,363
T21,ANAT,41,43,mi,363
T22,ANAT,64,67,ome,363
T23,ANAT,89,93,trio,363
T24,DISO,277,289,infiltración,363
T25,ANAT,121,126,vasos,363
T26,PROC,501,521,estudio de extensión,363
T27,PROC,313,325,radioterapia,363
T28,CHEM,55,57,co,363
T29,CHEM,85,88,bal,363
T30,CHEM,59,61,to,363
T31,CHEM,31,32,-,363
T32,CHEM,63,65,60,363
T33,ANAT,193,199,pelvis,363
T34,PROC,430,443,braquiterapia,363
T35,ANAT,511,526,cáºpula vaginal,363
T36,PROC,351,361,revisiones,363
T37,DISO,505,519,tos irritativa,363
T38,DISO,1148,1179,expectoración leve hemo pto ica,363
T39,PROC,685,703,RX simple de tórax,363
T40,DISO,157,161,masa,363
T41,ANAT,601,616,lóbulo superior,363
T42,DISO,944,967,neoplasia bronco génica,363
T43,PROC,1513,1549,TAC tó ra co - ab dom ino - pélv ico,363
T44,DISO,646,661,masa necró tica,363
T45,ANAT,133,136,LSI,363
T46,DISO,496,507,atelectasia,363
T47,ANAT,277,283,lóbulo,363
T48,PROC,565,577,broncoscopia,363
T49,DISO,241,246,tumor,363
T50,ANAT,393,401,segmento,363
T51,ANAT,301,307,lóbulo,363
T52,PROC,154,157,BAS,363
T53,PROC,885,902,Biopsia bronquial,363
T54,DISO,1114,1135,carcinoma epidermoide,363
T55,PROC,595,606,diagnóstico,363
T56,DISO,1816,1849,Carcinoma Epi der moide de Pulmón,363
T57,PROC,1457,1483,quimioterapia neoadyuvante,363
T58,CHEM,286,291,Carbo,363
T59,CHEM,407,414,platino,363
T60,CHEM,178,181,Pac,363
T61,CHEM,421,428,litaxel,363
T62,PROC,672,683,tratamiento,363
T63,PROC,1303,1324,estudios radiológicos,363
T64,PROC,190,193,lob,363
T65,PROC,1665,1691,ectomía superior izquierda,363
T66,PROC,976,991,linfadenectomía,363
T67,ANAT,1123,1140,pieza quiráºrgica,363
T68,DISO,671,681,tumoración,363
T69,DISO,953,967,adenocarcinoma,363
T70,ANAT,484,491,escamos,363
T71,DISO,71,72,a,363
T72,CHEM,711,721,estrógenos,363
T73,CHEM,865,877,progesterona,363
T74,CHEM,147,149,TT,363
T75,CHEM,75,76,F,363
T76,CHEM,76,77,-,363
T77,CHEM,77,78,1,363
T78,CHEM,155,157,CK,363
T79,CHEM,157,159,20,363
T80,DISO,1818,1841,tumor primario pulmonar,363
T81,DISO,1281,1297,recaída pulmonar,363
T82,DISO,1378,1395,tumor endometrial,363
T83,PROC,903,914,tratamiento,363
T84,CHEM,1827,1849,acetato de me ges trol,363
T85,DISO,841,851,enfermedad,363
T86,PROC,936,947,seguimiento,363
T1,DISO,1,15,lesión nodular,364
T2,ANAT,26,51,cuadrante dorso - lum bar,364
T3,DISO,15,22,astenia,364
T4,DISO,25,33,anorexia,364
T5,DISO,61,76,pérdida de peso,364
T6,DISO,71,85,sintomatología,364
T7,PROC,109,127,exploración física,364
T8,DISO,92,105,hepatomegalia,364
T9,ANAT,41,46,dorso,364
T10,ANAT,10,11,-,364
T11,ANAT,31,34,lum,364
T12,ANAT,34,37,bar,364
T13,DISO,169,183,lesión nodular,364
T14,ANAT,79,85,planos,364
T15,DISO,71,76,dolor,364
T16,PROC,151,161,íticamente,364
T17,PROC,65,69,urea,364
T18,PROC,171,181,creatinina,364
T19,PROC,55,58,GGT,364
T20,PROC,58,61,GOT,364
T21,PROC,61,64,GPT,364
T22,PROC,421,441,radiografía de tórax,364
T23,ANAT,199,208,diafragma,364
T24,ANAT,162,169,aórtica,364
T25,PROC,169,176,biopsia,364
T26,DISO,226,235,lesión en,364
T27,ANAT,105,109,piel,364
T28,PROC,298,309,diagnostico,364
T29,DISO,701,726,metástasis adenocarcinoma,364
T30,PROC,987,1021,TAC toraco - ab dom ino - pélv ica,364
T31,DISO,391,404,engrosamiento,364
T32,ANAT,776,801,unión esófago - g ástrica,364
T33,DISO,673,694,adenopatías gástricas,364
T34,DISO,595,613,lesiones hepáticas,364
T35,DISO,341,351,metástasis,364
T36,PROC,421,433,gastroscopia,364
T37,DISO,217,223,lesión,364
T38,DISO,778,799,neoplasia de cardi as,364
T39,PROC,267,274,biopsia,364
T40,DISO,547,561,adenocarcinoma,364
T41,PROC,441,452,diagnóstico,364
T42,DISO,1477,1513,adenocarcinoma gástrico metas tático,364
T43,PROC,1093,1119,tratamiento quimioterápico,364
T44,CHEM,431,441,cisplatino,364
T45,CHEM,45,46,5,364
T46,CHEM,46,47,-,364
T47,CHEM,277,283,fluoro,364
T48,CHEM,330,337,uracilo,364
T49,PROC,817,834,infusión continua,364
T50,DISO,246,251,tumor,364
T51,DISO,1301,1327,tumores del tubo digestivo,364
T52,DISO,103,105,TT,364
T53,DISO,53,54,D,364
T54,DISO,1167,1189,toxicidad hematológica,364
T55,DISO,973,991,neutropenia febril,364
T56,DISO,716,729,shock séptico,364
T57,DISO,449,457,falleció,364
T1,DISO,1,18,diabetes mellitus,365
T2,DISO,22,43,cardiopatía isquémica,365
T3,DISO,33,49,hábito tabáquico,365
T4,DISO,25,33,alergias,365
T5,DISO,77,96,molestias rec tales,365
T6,PROC,46,55,analítica,365
T7,PROC,19,22,PSA,365
T8,PROC,29,33,tido,365
T9,PROC,137,154,Atención Primaria,365
T10,PROC,118,131,diagnosticado,365
T11,PROC,71,78,biopsia,365
T12,DISO,452,493,Adenocarcinoma de Próstata lóbulo derecho,365
T13,PROC,349,378,bloqueo andro génico completo,365
T14,PROC,14,15,B,365
T15,PROC,29,31,AC,365
T16,CHEM,46,49,Bic,365
T17,CHEM,49,52,alu,365
T18,CHEM,103,109,tamida,365
T19,CHEM,37,39,Le,365
T20,CHEM,39,41,up,365
T21,CHEM,61,64,ror,365
T22,CHEM,106,111,elina,365
T23,PROC,507,530,TC tó ra co - abdominal,365
T24,PROC,116,121,estad,365
T25,PROC,49,51,je,365
T26,DISO,251,261,enfermedad,365
T27,PROC,365,379,tratamiento RT,365
T28,ANAT,217,225,próstata,365
T29,ANAT,561,581,vesículas semin ales,365
